sequence_id,country_id,institute_id,original_sequence,Amikacin,Bedaquiline,Clofazimine,Delamanid,Ethambutol,Ethionamide,Isoniazid,Kanamycin,Levofloxacin,Linezolid,Moxifloxacin,Rifampicin,Rifabutin,group_key
ERR2184258,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184258/ERR2184258_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184258/ERR2184258_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0057
ERR2184283,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184283/ERR2184283_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184283/ERR2184283_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0082
ERR2184308,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184308/ERR2184308_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184308/ERR2184308_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0107
ERR2184218,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184218/ERR2184218_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184218/ERR2184218_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0017
ERR2184210,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184210/ERR2184210_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184210/ERR2184210_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0009
ERR2184319,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/009/ERR2184319/ERR2184319_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/009/ERR2184319/ERR2184319_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0118
ERR2184322,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184322/ERR2184322_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184322/ERR2184322_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0121
ERR2184316,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184316/ERR2184316_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184316/ERR2184316_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0115
ERR2184227,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184227/ERR2184227_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184227/ERR2184227_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,PTAN-0026
ERR2184287,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184287/ERR2184287_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184287/ERR2184287_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0086
ERR2184314,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/004/ERR2184314/ERR2184314_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/004/ERR2184314/ERR2184314_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0113
ERR2184356,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184356/ERR2184356_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184356/ERR2184356_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0155
ERR2184306,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184306/ERR2184306_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184306/ERR2184306_2.fastq.gz",R,S,S,S,R,R,R,R,S,S,S,R,R,PTAN-0105
ERR2184311,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184311/ERR2184311_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184311/ERR2184311_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0110
ERR2184326,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184326/ERR2184326_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184326/ERR2184326_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0125
ERR2184323,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184323/ERR2184323_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184323/ERR2184323_2.fastq.gz",S,S,S,S,S,S,S,S,R,S,R,S,S,PTAN-0122
ERR2184320,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184320/ERR2184320_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184320/ERR2184320_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0119
ERR2184303,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184303/ERR2184303_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184303/ERR2184303_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0102
ERR2184327,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184327/ERR2184327_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184327/ERR2184327_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0126
ERR2184338,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184338/ERR2184338_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184338/ERR2184338_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0137
ERR2184243,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184243/ERR2184243_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184243/ERR2184243_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0042
ERR2184313,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184313/ERR2184313_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184313/ERR2184313_2.fastq.gz",S,S,S,NA,S,S,S,S,S,S,S,S,S,PTAN-0112
ERR2184334,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/004/ERR2184334/ERR2184334_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/004/ERR2184334/ERR2184334_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0133
ERR2184325,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/005/ERR2184325/ERR2184325_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/005/ERR2184325/ERR2184325_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,PTAN-0124
ERR2184336,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184336/ERR2184336_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184336/ERR2184336_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0135
ERR2184310,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184310/ERR2184310_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184310/ERR2184310_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0109
ERR2184318,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184318/ERR2184318_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184318/ERR2184318_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,PTAN-0117
ERR2184331,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184331/ERR2184331_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184331/ERR2184331_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,S,PTAN-0130
ERR2184312,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184312/ERR2184312_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184312/ERR2184312_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0111
ERR2184330,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184330/ERR2184330_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184330/ERR2184330_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0129
ERR2184346,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184346/ERR2184346_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184346/ERR2184346_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0145
ERR2184241,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184241/ERR2184241_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184241/ERR2184241_2.fastq.gz",R,S,S,S,R,R,R,R,S,S,S,R,R,PTAN-0040
ERR2184302,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184302/ERR2184302_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184302/ERR2184302_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0101
ERR2184344,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/004/ERR2184344/ERR2184344_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/004/ERR2184344/ERR2184344_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0143
ERR2184349,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/009/ERR2184349/ERR2184349_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/009/ERR2184349/ERR2184349_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0148
ERR2184353,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184353/ERR2184353_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184353/ERR2184353_2.fastq.gz",S,S,S,NA,I,S,R,S,S,S,S,R,R,PTAN-0152
ERR2184307,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184307/ERR2184307_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184307/ERR2184307_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0106
ERR2184343,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184343/ERR2184343_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184343/ERR2184343_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0142
ERR2184332,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184332/ERR2184332_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184332/ERR2184332_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0131
ERR2184340,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184340/ERR2184340_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184340/ERR2184340_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0139
ERR2184355,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/005/ERR2184355/ERR2184355_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/005/ERR2184355/ERR2184355_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0154
ERR2184333,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184333/ERR2184333_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184333/ERR2184333_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0132
ERR2184342,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184342/ERR2184342_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184342/ERR2184342_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0141
ERR2184352,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184352/ERR2184352_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184352/ERR2184352_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0151
ERR2184341,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184341/ERR2184341_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184341/ERR2184341_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0140
ERR2184363,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184363/ERR2184363_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184363/ERR2184363_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0162
ERR2184358,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184358/ERR2184358_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184358/ERR2184358_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0157
ERR2184321,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184321/ERR2184321_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184321/ERR2184321_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0120
ERR2184369,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/009/ERR2184369/ERR2184369_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/009/ERR2184369/ERR2184369_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0168
ERR2184350,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184350/ERR2184350_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184350/ERR2184350_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0149
ERR2184364,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/004/ERR2184364/ERR2184364_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/004/ERR2184364/ERR2184364_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0163
ERR2184366,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184366/ERR2184366_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184366/ERR2184366_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0165
ERR2184351,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184351/ERR2184351_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184351/ERR2184351_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0150
ERR2184370,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184370/ERR2184370_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184370/ERR2184370_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,S,PTAN-0169
ERR2184347,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184347/ERR2184347_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184347/ERR2184347_2.fastq.gz",S,S,S,S,S,S,S,S,R,S,R,S,S,PTAN-0146
ERR2184368,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184368/ERR2184368_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184368/ERR2184368_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0167
ERR2184376,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184376/ERR2184376_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184376/ERR2184376_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0175
ERR2184339,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/009/ERR2184339/ERR2184339_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/009/ERR2184339/ERR2184339_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0138
ERR2184301,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184301/ERR2184301_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184301/ERR2184301_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0100
ERR2184345,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/005/ERR2184345/ERR2184345_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/005/ERR2184345/ERR2184345_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0144
ERR2184348,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184348/ERR2184348_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184348/ERR2184348_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0147
ERR2184361,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184361/ERR2184361_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184361/ERR2184361_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0160
ERR2184367,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184367/ERR2184367_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184367/ERR2184367_2.fastq.gz",S,NA,S,S,S,S,S,S,S,S,S,S,S,PTAN-0166
ERR2184381,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184381/ERR2184381_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184381/ERR2184381_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0180
ERR2184401,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184401/ERR2184401_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184401/ERR2184401_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0200
ERR2184397,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184397/ERR2184397_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184397/ERR2184397_2.fastq.gz",R,S,S,S,R,R,R,R,S,S,S,R,R,PTAN-0196
ERR2184398,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184398/ERR2184398_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184398/ERR2184398_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0197
ERR2184380,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184380/ERR2184380_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184380/ERR2184380_2.fastq.gz",S,S,S,S,S,S,S,S,NA,S,S,S,S,PTAN-0179
ERR2184362,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184362/ERR2184362_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184362/ERR2184362_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0161
ERR2184372,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184372/ERR2184372_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184372/ERR2184372_2.fastq.gz",S,S,S,R,I,I,S,S,S,S,S,S,S,PTAN-0171
ERR2184288,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184288/ERR2184288_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184288/ERR2184288_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0087
ERR2184395,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/005/ERR2184395/ERR2184395_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/005/ERR2184395/ERR2184395_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0194
ERR2184373,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184373/ERR2184373_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184373/ERR2184373_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0172
ERR2184374,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/004/ERR2184374/ERR2184374_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/004/ERR2184374/ERR2184374_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0173
ERR2184402,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184402/ERR2184402_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184402/ERR2184402_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0201
ERR2184375,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/005/ERR2184375/ERR2184375_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/005/ERR2184375/ERR2184375_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PTAN-0174
